N,Key,Operation,Probe Count,Traverse count
9519,1832670336,Insert,2,15
9520,182399454,Search,2,18
9521,1706787481,Insert,7,11
9522,1933383846,Insert,1,18
9523,1149724951,Search,2,15
9524,1359758787,Search,2,16
9525,789209835,Insert,1,12
9526,1699749596,Insert,1,18
9527,1364592343,Search,1,16
9528,549306641,Insert,4,19
9529,1854282964,Insert,1,14
9530,1000161249,Insert,2,17
9531,1990088002,Search,1,17
9532,1340212766,Insert,2,19
9533,2008611597,Insert,1,14
9534,1787672784,Search,3,11
9535,1793141675,Insert,1,17
9536,792609004,Search,2,11
9537,864173396,Search,2,18
9538,581837588,Insert,4,18
9539,1449202866,Insert,2,18
9540,1665480038,Insert,1,14
9541,436033348,Insert,2,18
9542,1158637237,Insert,6,19
9543,84256079,Insert,2,14
9544,1087880805,Insert,1,16
9545,731653188,Insert,3,15
9546,172896953,Insert,8,21
9547,1444247252,Search,2,16
9548,375369634,Search,1,16
9549,380500216,Insert,7,18
9550,1496775215,Insert,6,12
9551,735461780,Insert,1,13
9552,1750683104,Search,1,10
9553,1303272792,Search,2,21
9554,312444876,Search,2,16
9555,443979049,Insert,3,18
9556,1953208944,Insert,1,16
9557,1412759910,Insert,1,14
9558,4144455,Insert,2,13
9559,1464757294,Insert,6,13
9560,302675458,Insert,1,13
9561,876666990,Insert,8,24
9562,1269810280,Insert,1,18
9563,2135345794,Insert,2,18
9564,435970823,Insert,2,19
9565,1055710478,Insert,1,17
9566,777071981,Insert,5,16
9567,2135720420,Insert,6,13
9568,1605017120,Insert,1,17
9569,483871297,Insert,2,14
9570,988398021,Insert,2,21
9571,797746238,Insert,4,11
9572,344999246,Insert,2,18
9573,634056048,Insert,5,21
9574,1379583827,Insert,1,21
9575,1794202113,Insert,5,15
9576,637969626,Search,3,19
9577,152052438,Insert,3,15
9578,2131809094,Search,2,14
9579,789926061,Search,1,10
9580,427665488,Search,2,21
9581,1815617175,Insert,3,14
9582,805355702,Insert,1,16
9583,236308517,Insert,9,12
9584,756014332,Insert,3,17
9585,1537008890,Insert,1,12
9586,409205471,Insert,7,17
9587,2080551589,Search,1,19
9588,1136514549,Insert,1,14
9589,886300458,Insert,1,20
9590,1144667251,Insert,1,14
9591,1580493598,Insert,3,18
9592,692025754,Insert,3,19
9593,409943513,Insert,1,15
9594,1584638054,Insert,4,15
9595,911402391,Search,1,16
9596,9299400,Insert,1,15
9597,260118859,Search,1,9
9598,712618971,Insert,3,19
9599,313821396,Insert,3,17
9600,1580149089,Search,1,19
9601,1279109680,Insert,2,17
9602,700481118,Insert,1,16
9603,749792219,Insert,2,16
9604,187336510,Insert,2,13
9605,1477553099,Insert,2,9
9606,516988553,Search,6,19
9607,738028991,Insert,2,15
9608,1792353630,Insert,4,13
9609,1961424397,Insert,2,22
9610,1726427012,Insert,5,10
9611,1401438881,Search,1,15
9612,442616221,Insert,2,19
9613,872779502,Search,3,15
9614,158939995,Insert,1,18
9615,212999413,Insert,1,23
9616,1822200048,Insert,2,15
9617,1953142108,Insert,3,17
9618,365051851,Insert,3,18
9619,1490333575,Insert,8,13
9620,611014163,Insert,1,15
9621,1092335224,Search,6,18
9622,601360369,Insert,1,18
9623,98864259,Insert,2,11
9624,327042465,Search,1,15
9625,539405,Insert,5,11
9626,338339456,Search,1,19
9627,1786448526,Search,1,15
9628,708130356,Search,2,22
9629,1010565840,Insert,8,26
9630,1235378808,Insert,1,15
9631,886839863,Insert,2,20
9632,7749443,Insert,1,10
9633,668388759,Insert,1,16
9634,1578865617,Insert,4,16
9635,20911224,Search,2,15
9636,417692956,Insert,3,16
9637,105543165,Insert,2,13
9638,139849986,Search,1,18
9639,1588165017,Insert,1,17
9640,1130311928,Insert,2,18
9641,419364561,Insert,3,20
9642,719791049,Insert,1,18
9643,1830793046,Insert,1,14
9644,1169156780,Insert,1,16
9645,907127560,Insert,2,20
9646,1160862497,Insert,7,25
9647,1663863597,Search,2,16
9648,1907185772,Insert,5,17
9649,551997542,Insert,1,16
9650,372944978,Search,2,22
9651,974803246,Insert,1,21
9652,1486129136,Insert,2,14
9653,1550755956,Search,1,14
9654,994613763,Insert,2,20
9655,1133743242,Insert,4,15
9656,1699128549,Insert,1,18
9657,669330163,Insert,1,17
9658,939401702,Insert,5,19
9659,2064180401,Insert,2,19
9660,12180090,Insert,2,17
9661,1550415865,Insert,3,14
9662,131015210,Search,1,20
9663,700048139,Search,1,15
9664,518057122,Insert,4,22
9665,111044350,Insert,1,11
9666,1550955271,Insert,4,14
9667,1528622962,Insert,6,11
9668,1346423158,Insert,2,15
9669,1165682388,Search,6,20
9670,290311486,Insert,1,12
9671,1536372405,Insert,1,15
9672,2014811917,Insert,11,14
9673,1869177104,Insert,4,11
9674,1954065361,Insert,2,17
9675,256519733,Search,1,10
9676,2120355082,Insert,1,12
9677,1309858473,Insert,3,19
9678,73395583,Search,6,15
9679,936893641,Insert,3,21
9680,1436722997,Search,4,13
9681,392235995,Insert,2,17
9682,1076248823,Search,1,15
9683,2029649523,Insert,6,13
9684,620203039,Insert,1,18
9685,1561392776,Insert,2,16
9686,789293435,Insert,1,13
9687,1781065537,Insert,9,11
9688,2087275043,Search,1,16
9689,1321094900,Insert,1,18
9690,1341290977,Insert,5,24
9691,608385135,Insert,1,14
9692,659740388,Insert,3,16
9693,188421093,Insert,2,16
9694,1473667772,Search,2,11
9695,1742128377,Insert,6,19
9696,211385290,Insert,1,23
9697,857751256,Insert,3,17
9698,106379650,Search,1,13
9699,534046432,Insert,4,25
9700,128082043,Insert,1,19
9701,869931347,Insert,1,18
9702,2084462297,Insert,1,16
9703,646139165,Insert,3,18
9704,2001554991,Search,2,16
9705,980975697,Insert,2,23
9706,643300786,Search,1,12
9707,1487933920,Insert,2,12
9708,27278479,Insert,2,18
9709,1408769520,Search,1,15
9710,179915207,Insert,2,18
9711,1778245407,Insert,4,13
9712,1563650884,Insert,2,17
9713,1890911826,Search,1,16
9714,1279109680,Search,2,18
9715,47243477,Insert,1,10
9716,284074411,Search,5,6
9717,1499938863,Insert,11,12
9718,1370232597,Insert,4,16
9719,20114911,Insert,1,15
9720,662313688,Insert,2,18
9721,159642591,Insert,1,24
9722,1799926785,Search,2,13
9723,412350907,Insert,1,18
9724,2103655734,Search,2,14
9725,544479563,Insert,1,16
9726,779845630,Insert,1,14
9727,1973743683,Insert,1,22
9728,1333772998,Insert,2,17
9729,413427519,Insert,21,16
9730,1147354935,Insert,2,12
9731,527580328,Insert,2,21
9732,469000235,Search,1,24
9733,471691923,Search,1,19
9734,1021812655,Insert,4,19
9735,1807095323,Insert,3,11
9736,716001421,Insert,3,22
9737,616457384,Insert,6,19
9738,817331948,Search,5,20
9739,2018480613,Insert,1,14
9740,1573752677,Insert,1,14
9741,1150503816,Insert,5,15
9742,2146562656,Insert,2,7
9743,296200376,Insert,3,13
9744,1087482466,Insert,7,16
9745,645218173,Insert,6,18
9746,1277176073,Insert,1,18
9747,427932738,Insert,2,21
9748,672496652,Insert,2,13
9749,1457091281,Insert,3,14
9750,58694497,Insert,2,17
9751,1798629863,Search,1,15
9752,88663888,Insert,7,16
9753,1504334758,Insert,1,13
9754,1558633360,Insert,1,15
9755,1458896486,Insert,1,12
9756,1524449669,Insert,2,16
9757,73463401,Insert,6,16
9758,1618539077,Insert,1,21
9759,1936800576,Insert,8,13
9760,617942964,Insert,3,20
9761,250901059,Insert,2,15
9762,1045203115,Search,1,21
9763,1763060611,Insert,2,21
9764,1951715963,Insert,2,14
9765,949420129,Search,1,21
9766,664328579,Insert,6,18
9767,762931898,Insert,2,15
9768,331812643,Insert,4,21
9769,1538895636,Search,4,12
9770,1686141234,Insert,4,14
9771,422543574,Insert,3,21
9772,1400048409,Search,2,19
9773,1047814064,Insert,2,27
9774,155114970,Insert,3,13
9775,293540539,Insert,6,14
9776,474083093,Insert,1,19
9777,1305618787,Insert,1,18
9778,292619548,Insert,5,9
9779,775655285,Search,1,11
9780,770283470,Insert,3,13
9781,245617605,Insert,2,17
9782,937837721,Insert,1,21
9783,2047459543,Insert,1,14
9784,673550343,Insert,1,10
9785,1610334374,Insert,1,20
9786,1357067176,Insert,4,18
9787,732244841,Insert,1,16
9788,773457065,Search,1,12
9789,1698998262,Insert,1,17
9790,713918286,Insert,1,20
9791,1897258186,Search,1,13
9792,143394553,Insert,1,20
9793,1010411100,Insert,1,26
9794,90884308,Insert,3,14
9795,216857954,Insert,1,21
9796,481466529,Insert,3,18
9797,2027684884,Insert,7,14
9798,834800919,Insert,3,14
9799,756014332,Search,3,18
9800,1920991102,Search,1,10
9801,732367589,Insert,3,17
9802,1643261848,Insert,1,18
9803,639033234,Insert,1,20
9804,1396696168,Insert,2,16
9805,71138306,Search,5,16
9806,258710098,Insert,1,16
9807,970845877,Insert,1,23
9808,935353754,Insert,1,18
9809,681253672,Insert,2,20
9810,2018659941,Insert,3,15
9811,2133457437,Search,1,17
9812,347098360,Search,2,15
9813,1090468724,Insert,1,20
9814,739004792,Search,1,15
9815,974794212,Insert,2,22
9816,345259386,Insert,1,17
9817,248603863,Insert,1,16
9818,1267413760,Insert,3,18
9819,1115542856,Insert,2,17
9820,494221468,Insert,1,20
9821,57767833,Insert,4,13
9822,1015518752,Insert,2,21
9823,1167771812,Insert,3,18
9824,1668102207,Insert,1,16
9825,225102280,Insert,3,15
9826,1343839249,Search,1,21
9827,1900016653,Insert,7,17
9828,1219616822,Insert,2,18
9829,939020567,Insert,1,21
9830,2043411206,Insert,1,16
9831,1900227133,Search,1,13
9832,82544274,Insert,4,14
9833,1029904875,Insert,1,21
9834,467274154,Search,1,24
9835,112785513,Insert,1,18
9836,564010804,Insert,4,20
9837,134173264,Search,1,18
9838,910106111,Insert,3,17
9839,947586432,Insert,1,23
9840,1296378393,Insert,1,22
9841,405884311,Insert,1,20
9842,2011312671,Search,4,17
9843,1586619666,Insert,6,13
9844,855704315,Search,2,17
9845,545590913,Insert,3,16
9846,1031832153,Search,2,21
9847,664594410,Insert,6,20
9848,409981895,Insert,3,16
9849,1480944667,Insert,7,10
9850,1345848082,Insert,1,18
9851,281158188,Insert,2,16
9852,423929743,Insert,4,18
9853,173158646,Insert,1,22
9854,2033240038,Search,1,10
9855,215136051,Search,6,20
9856,626417574,Insert,1,25
9857,1110842487,Search,1,13
9858,672533607,Insert,1,14
9859,1440572406,Insert,9,15
9860,1741960431,Insert,8,20
9861,1166755075,Insert,6,20
9862,1498340240,Insert,2,14
9863,609995535,Insert,2,16
9864,650679517,Search,1,19
9865,187043239,Insert,3,17
9866,1018958799,Insert,4,22
9867,1155351122,Search,1,21
9868,890441479,Search,1,17
9869,835097815,Insert,1,14
9870,2087059892,Insert,1,18
9871,91091973,Insert,6,15
9872,1774118382,Insert,4,14
9873,1982987451,Insert,2,18
9874,173636248,Insert,2,22
9875,1540323249,Search,2,15
9876,2029956500,Search,4,14
9877,656539609,Insert,2,18
9878,198385628,Search,1,22
9879,515873747,Search,1,20
9880,2095772964,Insert,3,10
9881,737647052,Insert,2,16
9882,1566645721,Insert,1,13
9883,61581939,Search,2,19
9884,895875748,Insert,3,18
9885,592406883,Search,4,17
9886,2034025445,Insert,5,12
9887,48767251,Search,5,18
9888,1972530032,Insert,5,22
9889,335011766,Insert,7,18
9890,432132710,Insert,4,18
9891,489640794,Insert,1,23
9892,744993661,Insert,5,19
9893,1443617630,Search,1,14
9894,1913077377,Insert,1,13
9895,1835488877,Insert,3,15
9896,1026151849,Insert,1,19
9897,189523472,Insert,3,19
9898,2008647523,Insert,4,15
9899,1652569423,Insert,1,15
9900,862057079,Insert,1,18
9901,1301736282,Insert,3,20
9902,1247046206,Insert,2,15
9903,2028812155,Insert,2,13
9904,652592874,Insert,3,20
9905,1857041741,Insert,3,13
9906,68371746,Insert,1,12
9907,1671551673,Insert,1,16
9908,179356494,Search,2,18
9909,544655909,Insert,3,17
9910,7947991,Insert,5,9
9911,1762643647,Insert,3,22
9912,1737799637,Search,8,14
9913,171290643,Insert,3,21
9914,1990935442,Insert,4,14
9915,508080500,Search,2,18
9916,1936279895,Insert,7,14
9917,1367332325,Search,1,15
9918,827830253,Insert,1,17
9919,1994727005,Search,1,15
9920,1939224758,Insert,1,14
9921,2112335216,Search,8,13
9922,526443299,Insert,6,19
9923,246992326,Insert,3,16
9924,687616858,Insert,4,18
9925,412985096,Insert,1,18
9926,72038710,Insert,1,14
9927,1022628624,Insert,5,18
9928,845117806,Insert,1,14
9929,1364291914,Search,6,16
9930,561679505,Insert,1,21
9931,1767622285,Insert,2,19
9932,610711535,Insert,1,17
9933,677817877,Search,5,17
9934,249684734,Insert,1,15
9935,646290486,Insert,6,19
9936,216224399,Search,2,23
9937,800235007,Insert,1,12
9938,110848609,Insert,1,12
9939,151376261,Insert,1,19
9940,1662292087,Insert,3,16
9941,1412584891,Insert,1,15
9942,1462300328,Search,1,15
9943,1398422468,Insert,4,17
9944,1543620594,Insert,8,14
9945,2065177765,Insert,5,17
9946,1107980561,Insert,1,15
9947,1831033193,Search,1,13
9948,649555925,Search,2,19
9949,1611992340,Insert,2,19
9950,1589245791,Insert,3,20
9951,1652636470,Insert,2,16
9952,1619940331,Insert,2,15
9953,766301081,Search,4,16
9954,1204405790,Insert,4,13
9955,1823927114,Insert,1,10
9956,1463392125,Insert,2,13
9957,993202037,Insert,1,21
9958,504273719,Insert,10,16
9959,1255133235,Insert,3,18
9960,1519645336,Insert,5,16
9961,751266045,Insert,3,19
9962,1942750093,Insert,1,15
9963,1932630432,Insert,1,16
9964,823304755,Insert,2,17
9965,817895069,Insert,1,19
9966,1703674900,Search,1,10
9967,630264590,Insert,4,20
9968,1384984260,Insert,7,19
9969,438033706,Insert,4,18
9970,1240976125,Insert,2,13
9971,1634668994,Insert,1,19
9972,1084324192,Insert,3,19
9973,1785588170,Search,3,15
9974,618154903,Search,2,20
9975,997582895,Search,7,21
9976,2041211132,Insert,2,15
9977,1745517604,Insert,7,12
9978,1889678973,Search,6,20
9979,1235700454,Insert,1,19
9980,1556019571,Insert,3,13
9981,1010618847,Insert,1,27
9982,486639274,Insert,2,22
9983,952156517,Insert,3,23
9984,624562477,Search,5,20
9985,928312965,Insert,2,21
9986,1594619835,Insert,2,15
9987,416665210,Insert,1,18
9988,370075108,Insert,4,13
9989,1099772658,Insert,2,18
9990,2036605541,Insert,5,14
9991,1572627647,Search,3,16
9992,1574480898,Insert,1,14
9993,776216124,Insert,2,17
9994,797232352,Search,7,13
9995,1737258885,Search,1,17
9996,1352514019,Insert,1,17
9997,420199287,Insert,4,22
9998,1280489843,Insert,2,17
9999,232001669,Search,1,15
10000,460163606,Insert,2,22
10001,1488979435,Search,1,14
10002,1939844623,Insert,11,13
10003,2031755888,Insert,6,9
10004,255430052,Insert,4,10
10005,1724991407,Insert,1,14
10006,707576995,Insert,5,22
10007,1073325121,Insert,2,18
10008,207772349,Insert,10,21
10009,2092561256,Insert,7,13
10010,1511358828,Insert,3,15
10011,1448748474,Insert,2,19
10012,1579746602,Insert,5,18
10013,448199372,Insert,1,21
10014,1342475958,Insert,6,24
10015,1177780558,Insert,2,19
10016,1683899826,Insert,1,16
10017,751011882,Insert,8,18
10018,40915758,Insert,6,10
10019,23055452,Insert,2,12
10020,1703168399,Insert,1,12
10021,969228723,Insert,2,19
10022,1617675288,Insert,1,21
10023,2119833609,Insert,4,11
10024,929005822,Search,6,18
10025,1339303831,Insert,3,19
10026,569964298,Insert,1,23
10027,2008955503,Insert,3,13
10028,766301081,Insert,4,16
10029,940531604,Search,2,19
10030,1346180422,Insert,1,17
10031,1213985874,Insert,3,10
10032,1186500368,Insert,1,16
10033,479186617,Insert,1,21
10034,1674149480,Insert,8,12
10035,978861343,Insert,3,23
10036,363458857,Insert,3,16
10037,1929579532,Insert,4,16
10038,556369102,Insert,4,16
10039,1071035852,Insert,4,19
10040,1594619835,Search,2,16
10041,148631813,Search,2,24
10042,855421006,Insert,1,19
10043,764141451,Insert,4,15
10044,110186393,Search,1,12
10045,1016113460,Insert,1,20
10046,219296186,Insert,5,13
10047,987818110,Search,1,19
10048,65406277,Insert,4,13
10049,448376415,Insert,3,21
10050,667495558,Insert,2,17
10051,1407882235,Insert,1,13
10052,1626156973,Insert,1,18
10053,663317897,Search,1,18
10054,203911737,Insert,3,21
10055,1597358498,Search,2,17
10056,11410469,Insert,10,17
10057,1667072731,Insert,1,15
10058,226967189,Insert,5,15
10059,1714578869,Insert,1,11
10060,488817806,Insert,4,23
10061,1844642477,Insert,2,17
10062,1453575774,Search,4,14
10063,1004004324,Search,1,16
10064,1686928830,Insert,2,13
10065,1828121637,Insert,3,11
10066,267123127,Insert,2,10
10067,850779915,Search,3,14
10068,953141056,Search,3,23
10069,1548400685,Insert,4,11
10070,1055951381,Search,1,17
10071,446939070,Insert,10,18
10072,1613303549,Insert,3,16
10073,614902911,Insert,1,20
10074,612449655,Search,2,14
10075,1633439438,Insert,2,15
10076,2092490166,Insert,2,16
10077,141568744,Insert,3,18
10078,464817133,Insert,1,22
10079,308465375,Insert,1,15
10080,2071148276,Insert,7,19
10081,760841733,Search,1,12
10082,1021186235,Insert,1,19
10083,1379501228,Insert,1,22
10084,779085634,Insert,3,15
10085,1785327686,Insert,6,16
10086,248131040,Insert,2,17
10087,998381820,Insert,7,18
10088,1850733963,Insert,2,18
10089,2029374139,Search,2,16
10090,696507455,Insert,10,20
10091,1665877379,Insert,2,17
10092,1111132551,Insert,7,15
10093,1714450488,Search,1,5
10094,1654508806,Search,1,15
10095,874870182,Search,4,19
10096,175180781,Insert,2,22
10097,1869789116,Insert,1,12
10098,1122543020,Insert,1,21
10099,1842253512,Insert,1,19
10100,1702296897,Search,5,10
10101,2096756305,Insert,4,12
10102,689638241,Insert,12,21
10103,183587671,Insert,2,16
10104,1793915135,Insert,2,17
10105,229083424,Insert,1,15
10106,2011709308,Insert,3,15
10107,834096959,Search,4,15
10108,683017138,Search,3,22
10109,2061038262,Insert,1,19
10110,1777484109,Insert,4,16
10111,311164731,Insert,1,16
10112,1526858164,Insert,2,13
10113,244903373,Insert,4,17
10114,1944604169,Insert,2,15
10115,1648581328,Search,1,10
10116,1643063629,Search,3,18
10117,1471864682,Insert,1,11
10118,386472117,Insert,2,21
10119,1571036827,Search,2,14
10120,1960753037,Search,1,23
10121,2028715255,Search,2,14
10122,261937655,Insert,1,10
10123,1780330058,Insert,2,14
10124,310136745,Insert,2,16
10125,1283123890,Insert,2,19
10126,1012347638,Insert,3,27
10127,372813987,Search,2,21
10128,36137932,Search,2,17
10129,1089222380,Insert,1,18
10130,920967929,Insert,2,21
10131,1260478678,Insert,7,17
10132,2087604200,Insert,2,18
10133,624218244,Insert,4,20
10134,1956986134,Insert,1,21
10135,403494611,Search,2,15
10136,1605997931,Insert,2,18
10137,1735350795,Insert,5,18
10138,595788322,Search,3,15
10139,2132166915,Insert,1,18
10140,1328303399,Insert,2,19
10141,710410168,Insert,2,21
10142,363468464,Search,1,17
10143,1826936779,Insert,1,10
10144,1277576057,Insert,2,19
10145,1400048409,Insert,2,19
10146,2010524450,Insert,2,16
10147,924007544,Insert,1,18
10148,1629131833,Insert,6,21
10149,1874750111,Insert,1,16
10150,837562158,Insert,1,14
10151,1259132295,Insert,2,16
10152,38431194,Insert,2,12
10153,216936674,Insert,1,22
10154,1055221214,Search,4,18
10155,1504035668,Insert,2,14
10156,1983035363,Insert,2,19
10157,1688801357,Insert,3,13
10158,1890507785,Insert,7,18
10159,97489370,Insert,2,11
10160,1321647767,Insert,1,19
10161,53160882,Insert,3,15
10162,1380613261,Insert,1,20
10163,649785489,Search,2,19
10164,186511757,Insert,8,21
10165,1142383262,Insert,1,13
10166,154097542,Insert,3,16
10167,1446990435,Insert,3,18
10168,1082503815,Insert,1,19
10169,778315786,Insert,1,15
10170,1256492921,Insert,1,19
10171,541018098,Insert,1,19
10172,366182934,Insert,2,17
10173,1241176188,Insert,1,14
10174,1869321498,Insert,1,13
10175,1076593102,Insert,3,16
10176,920629320,Insert,4,18
10177,999413907,Insert,3,15
10178,329157863,Insert,5,15
10179,783670122,Insert,1,12
10180,1923421451,Insert,1,12
10181,1958289697,Insert,4,16
10182,2102674949,Search,1,11
10183,691470857,Search,2,20
10184,510936585,Insert,2,19
10185,613499961,Insert,1,17
10186,1069938344,Insert,3,19
10187,549367779,Insert,6,20
10188,830436636,Insert,1,12
10189,426490364,Insert,2,22
10190,384919495,Insert,1,20
10191,1701158836,Search,4,12
10192,1874360302,Search,1,15
10193,371754345,Insert,3,20
10194,169514501,Insert,1,15
10195,482408865,Insert,7,18
10196,1693402112,Insert,3,16
10197,222675383,Insert,7,22
10198,1863022126,Insert,4,18
10199,1879913869,Insert,4,17
10200,1365058646,Insert,1,16
10201,2017119668,Insert,2,10
10202,1229949239,Search,1,15
10203,915622411,Search,1,17
10204,1179420656,Insert,2,20
10205,300078813,Insert,5,13
10206,647951807,Insert,2,18
10207,288429930,Insert,1,15
10208,841096911,Insert,8,17
10209,1014134741,Insert,6,25
10210,1529606118,Insert,5,12
10211,562934761,Insert,2,21
10212,1162219575,Search,2,23
10213,2090727843,Insert,2,15
10214,302751790,Insert,9,14
10215,513724968,Search,2,18
10216,1562348668,Insert,2,17
10217,1039852695,Search,1,20
10218,272402058,Insert,9,9
10219,1086421913,Insert,1,17
10220,1338286471,Insert,1,16
10221,188623886,Search,1,16
10222,83208107,Insert,7,15
10223,1059474982,Search,1,15
10224,1597358498,Insert,2,17
10225,1951786433,Insert,4,15
10226,1153146451,Insert,2,20
10227,2146726278,Insert,1,7
10228,634739421,Insert,2,19
10229,1579636815,Insert,4,19
10230,384162125,Insert,1,21
10231,722992514,Search,2,21
10232,1006493766,Insert,2,18
10233,1749151316,Insert,2,9
10234,866570990,Insert,1,16
10235,552412230,Insert,2,18
10236,1979073723,Search,2,18
10237,1971826700,Insert,1,21
10238,582109469,Insert,5,19
10239,284842451,Insert,5,12
10240,1189401698,Insert,1,14
10241,451745489,Insert,2,18
10242,1464263107,Insert,3,13
10243,1489480511,Insert,2,14
10244,1099697296,Insert,1,19
10245,1752693037,Insert,5,11
10246,183093774,Insert,2,16
10247,2113832037,Insert,1,13
10248,1134815508,Insert,10,16
10249,746028536,Insert,2,20
10250,150537028,Search,4,17
10251,2057076232,Insert,3,15
10252,1408474438,Search,1,12
10253,1437567298,Insert,2,12
10254,160893556,Insert,1,27
10255,181994643,Insert,4,18
10256,376505563,Insert,3,21
10257,1499180028,Insert,1,13
10258,265202750,Insert,5,16
10259,1973864062,Insert,4,20
10260,645218173,Search,6,19
10261,1303482813,Insert,2,16
10262,1418349202,Insert,20,13
10263,1973106692,Insert,1,22
10264,1139277684,Search,3,14
10265,1938222234,Insert,9,14
10266,850502369,Insert,1,14
10267,751112857,Search,2,19
10268,209785169,Insert,3,21
10269,797232352,Insert,7,13
10270,452170038,Insert,4,22
10271,1076356159,Insert,1,17
10272,1089153609,Search,1,16
10273,1349644582,Insert,3,15
10274,1695858317,Search,2,15
10275,276513090,Insert,2,9
10276,1658465628,Insert,1,20
10277,1634487033,Insert,3,18
10278,1465914788,Insert,2,14
10279,2110211118,Insert,4,14
10280,956778809,Search,6,22
10281,951266492,Insert,5,22
10282,1382149105,Search,2,16
10283,456676044,Search,4,21
10284,807911651,Insert,5,18
10285,1861381193,Search,1,14
10286,1062424766,Insert,4,18
10287,1320185856,Search,1,20
10288,556475882,Insert,1,16
10289,991005425,Insert,1,22
10290,1028773156,Insert,2,22
10291,1691291390,Insert,2,15
10292,1737033961,Insert,3,17
10293,938365740,Insert,2,22
10294,981375040,Insert,7,24
10295,1897927518,Insert,6,13
10296,1120360383,Insert,1,23
10297,1357880604,Insert,1,18
10298,1249623898,Insert,3,17
10299,1385563134,Insert,2,21
10300,1184261018,Insert,1,15
10301,405623063,Insert,2,19
10302,162257367,Search,2,23
10303,656428688,Insert,4,16
10304,1009884062,Insert,4,20
10305,1334069155,Search,5,16
10306,196361649,Insert,3,21
10307,1506931057,Insert,2,15
10308,719743013,Search,2,18
10309,1219669231,Insert,1,19
10310,993594001,Insert,4,22
10311,1622393828,Search,1,13
10312,1959101095,Insert,2,18
10313,1345758571,Search,3,19
10314,1435757321,Search,1,12
10315,148541742,Insert,2,24
10316,195754935,Insert,3,15
10317,88130537,Insert,13,17
10318,1807007371,Insert,1,12
10319,1830241968,Insert,3,14
10320,1115130916,Search,2,17
10321,1554045325,Insert,3,16
10322,1953208944,Search,1,17
10323,1769734841,Insert,1,11
10324,634024812,Insert,3,22
10325,214473328,Insert,1,20
10326,1825462692,Search,2,10
10327,1938366248,Search,1,15
10328,684675959,Insert,1,23
10329,1190500694,Insert,1,18
10330,1205478754,Insert,2,13
10331,1713449115,Insert,1,10
10332,734308436,Insert,2,13
10333,795029067,Insert,3,12
10334,504331208,Insert,2,16
10335,607834617,Search,2,18
10336,1715683477,Insert,2,14
10337,545472937,Insert,5,17
10338,439481845,Search,1,14
10339,1624691591,Insert,3,18
10340,926080433,Insert,1,13
10341,1795096835,Insert,1,15
10342,862771077,Insert,2,19
10343,467274154,Search,1,24
10344,2110341451,Insert,1,14
10345,53236250,Insert,4,16
10346,1519199765,Insert,1,14
10347,921479580,Search,2,22
10348,972741865,Insert,2,22
10349,1711280114,Search,2,8
10350,249597899,Insert,8,16
10351,36489878,Search,1,14
10352,878647175,Insert,1,17
10353,44927448,Insert,1,11
10354,1879934682,Search,2,18
10355,1243191900,Insert,5,13
10356,690264622,Insert,2,21
10357,193469190,Insert,4,17
10358,1438946835,Insert,6,12
10359,1259948056,Search,1,17
10360,778395160,Insert,3,16
10361,1540140414,Search,8,14
10362,2000476561,Insert,2,16
10363,1121705155,Insert,18,22
10364,26728227,Search,1,15
10365,184956837,Insert,3,19
10366,1622727754,Insert,2,16
10367,1755729968,Insert,2,18
10368,399430166,Insert,2,18
10369,159920066,Insert,5,23
10370,798747014,Insert,2,12
10371,1604908920,Insert,2,15
10372,1873369181,Insert,2,13
10373,207439840,Search,1,21
10374,1533055451,Insert,1,16
10375,252454339,Insert,1,10
10376,230216741,Insert,1,15
10377,1101255280,Insert,1,17
10378,589584932,Search,4,18
10379,370075108,Search,4,14
10380,797927277,Insert,2,13
10381,1854908333,Insert,3,13
10382,2027335713,Insert,3,15
10383,1830896299,Search,1,15
10384,1787672784,Search,3,11
10385,225763623,Search,1,14
10386,445540464,Insert,4,18
10387,570195762,Insert,1,24
10388,1990193516,Insert,3,17
10389,498776715,Insert,4,23
10390,2089395528,Insert,2,18
10391,815451733,Insert,2,18
10392,748374614,Insert,1,16
10393,1140332600,Search,1,10
10394,820559055,Insert,9,17
10395,1691632294,Search,6,15
10396,997133797,Search,1,20
10397,860379181,Insert,2,20
10398,1991566515,Insert,2,18
10399,1510823677,Insert,4,12
10400,84256079,Search,2,15
10401,1053848371,Insert,2,19
10402,1283029702,Insert,3,17
10403,141735189,Insert,2,19
10404,906841285,Insert,5,20
10405,257251210,Insert,2,14
10406,326692027,Insert,1,17
10407,382085391,Insert,1,17
10408,697909183,Search,1,20
10409,2012981178,Insert,6,18
10410,726122193,Insert,4,20
10411,1602508934,Search,4,18
10412,542005457,Insert,2,18
10413,664244544,Insert,1,20
10414,1351055287,Search,1,14
10415,183547465,Insert,3,17
10416,267890991,Insert,1,10
10417,49816347,Insert,3,17
10418,1029231887,Search,1,18
10419,436001804,Insert,3,20
10420,498107732,Insert,4,21
10421,1151071627,Insert,4,18
10422,1605293635,Search,1,19
10423,1233929081,Insert,1,14
10424,205532417,Insert,1,22
10425,1030923692,Insert,2,21
10426,1679469546,Insert,9,14
10427,1094866504,Search,1,17
10428,775728180,Insert,4,14
10429,873633560,Insert,7,15
10430,30762613,Insert,2,18
10431,717640060,Insert,6,22
10432,1689085293,Insert,1,14
10433,779137227,Insert,1,16
